id,team_type,team_id,team_name,team_conference,start_date,venue,neutral_site,outlet,abbreviation,color,alternateColor,logos,formatted_spread,over_under,outlet_logos,rank
401752668,home,57,Florida,SEC,2025-08-30 23:00:00+00:00,Ben Hill Griffin Stadium,False,ESPN+,FLA,#0021a5,#fa4616,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png,Florida -47.0,56.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,13.0
401752668,away,2341,Long Island University,NEC,2025-08-30 23:00:00+00:00,Ben Hill Griffin Stadium,False,ESPN+,LIU,#null,#null,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,Florida -47.0,56.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401752668_1,home,57,Florida,SEC,2025-08-30 23:00:00+00:00,Ben Hill Griffin Stadium,False,SECN+,FLA,#0021a5,#fa4616,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png,Florida -47.0,56.5,assets/tv-logos/SECN+ tv channel logo/193075c8-77fb-462b-8f2a-fe1d3f212dbd.png,13.0
401752668_1,away,2341,Long Island University,NEC,2025-08-30 23:00:00+00:00,Ben Hill Griffin Stadium,False,SECN+,LIU,#null,#null,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,Florida -47.0,56.5,assets/tv-logos/SECN+ tv channel logo/193075c8-77fb-462b-8f2a-fe1d3f212dbd.png,
401761595,home,2653,Troy,Sun Belt,2025-08-30 23:00:00+00:00,Veterans Memorial Stadium (AL),False,ESPN+,TROY,#AE0210,#88898c,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,Troy -19.5,47.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401761595,away,2447,Nicholls,Southland,2025-08-30 23:00:00+00:00,Veterans Memorial Stadium (AL),False,ESPN+,NICH,#C41230,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,Troy -19.5,47.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,25.0
401761593,home,6,South Alabama,Sun Belt,2025-08-30 23:00:00+00:00,Hancock Whitney Stadium,False,ESPN+,USA,#00205B,#BF0D3E,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png,South Alabama -28.5,50.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401761593,away,2415,Morgan State,MEAC,2025-08-30 23:00:00+00:00,Hancock Whitney Stadium,False,ESPN+,MORG,#014786,#f47937,http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,South Alabama -28.5,50.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401756855,home,2306,Kansas State,Big 12,2025-08-30 23:00:00+00:00,Bill Snyder Family Stadium,False,ESPN+,KSU,#3c0969,#e2e3e4,http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,Kansas State -27.5,55.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,17.0
401756855,away,155,North Dakota,MVFC,2025-08-30 23:00:00+00:00,Bill Snyder Family Stadium,False,ESPN+,UND,#00A26B,#c2c3c0,http://a.espncdn.com/i/teamlogos/ncaa/500/155.png,Kansas State -27.5,55.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,17.0
401761591,home,2032,Arkansas State,Sun Belt,2025-08-30 23:00:00+00:00,Centennial Bank Stadium,False,ESPN+,ARST,#e81018,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,Arkansas State -15.5,59.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401761591,away,2546,Southeast Missouri State,Big South-OVC,2025-08-30 23:00:00+00:00,Centennial Bank Stadium,False,ESPN+,SEMO,#c8102e,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,Arkansas State -15.5,59.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401756877,home,2641,Texas Tech,Big 12,2025-08-30 23:30:00+00:00,Jones AT&T Stadium,False,ESPN+,TTU,#CC0000,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech -54.5,63.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,17.0
401756877,away,2029,Arkansas-Pine Bluff,SWAC,2025-08-30 23:30:00+00:00,Jones AT&T Stadium,False,ESPN+,UAPB,#e0aa0f,#eaaa00,http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png,Texas Tech -54.5,63.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401757225,home,328,Utah State,Mountain West,2025-08-30 23:30:00+00:00,Maverik Stadium,False,CBSSN,USU,#00263a,#949ca1,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png,Utah State -5.5,58.5,assets/tv-logos/CBSSN tv channel logo/CBS_Sports_Network_Logo.png,
401757225,away,2638,UTEP,Conference USA,2025-08-30 23:30:00+00:00,Maverik Stadium,False,CBSSN,UTEP,#ff8200,#041e42,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,Utah State -5.5,58.5,assets/tv-logos/CBSSN tv channel logo/CBS_Sports_Network_Logo.png,
401752671,home,228,Clemson,ACC,2025-08-30 23:30:00+00:00,"Memorial Stadium (Clemson, SC)",False,ABC,CLEM,#f56600,#522d80,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png,Clemson -5.5,55.5,assets/tv-logos/ABC tv channel logo/078f946de9ec1cc9944e12d11ec54657.png,12.0
401752671,away,99,LSU,SEC,2025-08-30 23:30:00+00:00,"Memorial Stadium (Clemson, SC)",False,ABC,LSU,#461d7c,#fdd023,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png,Clemson -5.5,55.5,assets/tv-logos/ABC tv channel logo/078f946de9ec1cc9944e12d11ec54657.png,3.0
401752798,home,30,USC,Big Ten,2025-08-30 23:30:00+00:00,Los Angeles Memorial Coliseum,False,BTN,USC,#9e2237,#ffcc00,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png,USC -36.5,60.0,assets/tv-logos/BTN tv channel logo/Btn-440.png,25.0
401752798,away,2623,Missouri State,Conference USA,2025-08-30 23:30:00+00:00,Los Angeles Memorial Coliseum,False,BTN,MOST,#5F0000,#e8e8e8,http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,USC -36.5,60.0,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752808,home,130,Michigan,Big Ten,2025-08-30 23:30:00+00:00,Michigan Stadium,False,NBC,MICH,#00274c,#ffcb05,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan -34.5,49.5,assets/tv-logos/NBC tv channel logo/NBC_logo.png,21.0
401752808,away,167,New Mexico,Mountain West,2025-08-30 23:30:00+00:00,Michigan Stadium,False,NBC,UNM,#BA0C2F,#a7a8aa,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png,Michigan -34.5,49.5,assets/tv-logos/NBC tv channel logo/NBC_logo.png,
401752808_1,home,130,Michigan,Big Ten,2025-08-30 23:30:00+00:00,Michigan Stadium,False,Peacock,MICH,#00274c,#ffcb05,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan -34.5,49.5,assets/tv-logos/Peacock tv channel logo/NBCUniversal_Peacock_Logo.png,21.0
401752808_1,away,167,New Mexico,Mountain West,2025-08-30 23:30:00+00:00,Michigan Stadium,False,Peacock,UNM,#BA0C2F,#a7a8aa,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png,Michigan -34.5,49.5,assets/tv-logos/Peacock tv channel logo/NBCUniversal_Peacock_Logo.png,
401757221,home,2348,Louisiana Tech,Conference USA,2025-08-30 23:30:00+00:00,Joe Aillet Stadium,False,ESPN+,LT,#002d65,#d3313a,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,Louisiana Tech -14.5,51.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401757221,away,2545,SE Louisiana,Southland,2025-08-30 23:30:00+00:00,Joe Aillet Stadium,False,ESPN+,SELA,#215732,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,Louisiana Tech -14.5,51.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401752672,home,145,Ole Miss,SEC,2025-08-30 23:45:00+00:00,Vaught-Hemingway Stadium,False,SEC Network,MISS,#13294b,#c8102e,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png,Ole Miss -33.5,61.0,assets/tv-logos/SEC Network tv channel logo/SEC_Network_logo.png,13.0
401752672,away,2247,Georgia State,Sun Belt,2025-08-30 23:45:00+00:00,Vaught-Hemingway Stadium,False,SEC Network,GAST,#1e539a,#ebebeb,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,Ole Miss -33.5,61.0,assets/tv-logos/SEC Network tv channel logo/SEC_Network_logo.png,
401761592,home,309,Louisiana,Sun Belt,2025-08-31 00:00:00+00:00,Cajun Field,False,ESPN+,UL,#ce181e,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png,Louisiana -9.5,48.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401761592,away,242,Rice,American Athletic,2025-08-31 00:00:00+00:00,Cajun Field,False,ESPN+,RICE,#d1d5d8,#003d7d,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png,Louisiana -9.5,48.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401756851,home,252,BYU,Big 12,2025-08-31 00:00:00+00:00,LaVell Edwards Stadium,False,ESPN+,BYU,#003da5,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png,BYU -44.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,25.0
401756851,away,2502,Portland State,Big Sky,2025-08-31 00:00:00+00:00,LaVell Edwards Stadium,False,ESPN+,PRST,#00311e,#ebebeb,http://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,BYU -44.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401762457,home,202,Tulsa,American Athletic,2025-08-31 00:00:00+00:00,Chapman Stadium,False,ESPN+,TLSA,#003595,#d0b787,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png,Tulsa -5.5,59.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401762457,away,2000,Abilene Christian,UAC,2025-08-31 00:00:00+00:00,Chapman Stadium,False,ESPN+,ACU,#592d82,#b1b3b3,http://a.espncdn.com/i/teamlogos/ncaa/500/2000.png,Tulsa -5.5,59.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,15.0
401761594,home,326,Texas State,Sun Belt,2025-08-31 00:00:00+00:00,Bobcat Stadium (TX),False,ESPN+,TXST,#4e1719,#b4975a,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png,Texas State -14.0,56.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401761594,away,2199,Eastern Michigan,Mid-American,2025-08-31 00:00:00+00:00,Bobcat Stadium (TX),False,ESPN+,EMU,#00331b,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,Texas State -14.0,56.0,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401762435,home,249,North Texas,American Athletic,2025-08-31 00:00:00+00:00,DATCU Stadium,False,ESPN+,UNT,#00853E,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png,North Texas -27.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401762435,away,2320,Lamar,Southland,2025-08-31 00:00:00+00:00,DATCU Stadium,False,ESPN+,LAM,#null,#ebebeb,http://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,North Texas -27.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401767070,home,301,San Diego,Pioneer,2025-08-31 00:00:00+00:00,Torero Stadium,False,ESPN+,USD,#2f99d4,#2f99d4,http://a.espncdn.com/i/teamlogos/ncaa/500/301.png,San Diego -1.5,49.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401767070,away,13,Cal Poly,Big Sky,2025-08-31 00:00:00+00:00,Torero Stadium,False,ESPN+,CP,#1E4D2B,#eed897,http://a.espncdn.com/i/teamlogos/ncaa/500/13.png,San Diego -1.5,49.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401767080,home,253,Southern Utah,UAC,2025-08-31 00:30:00+00:00,Eccles Coliseum,False,ESPN+,SUU,#c72026,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/253.png,Southern Utah -4.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401767080,away,304,Idaho State,Big Sky,2025-08-31 00:30:00+00:00,Eccles Coliseum,False,ESPN+,IDST,#ef8c00,#e9a126,http://a.espncdn.com/i/teamlogos/ncaa/500/304.png,Southern Utah -4.5,62.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401757223,home,166,New Mexico State,Conference USA,2025-08-31 01:00:00+00:00,Aggie Memorial Stadium,False,ESPN+,NMSU,#891216,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png,New Mexico State -19.5,53.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401757223,away,2803,Bryant,CAA,2025-08-31 01:00:00+00:00,Aggie Memorial Stadium,False,ESPN+,BRY,#null,#9f8343,http://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,New Mexico State -19.5,53.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401754521,home,2567,SMU,ACC,2025-08-31 01:00:00+00:00,Gerald J. Ford Stadium,False,ACC Network,SMU,#354ca1,#cc0035,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,SMU -50.5,64.5,assets/tv-logos/ACC Network tv channel logo/ACC_Network_Raycom_Logo.png,17.0
401754521,away,2837,East Texas A&M,Southland,2025-08-31 01:00:00+00:00,Gerald J. Ford Stadium,False,ACC Network,ETAM,#null,#null,http://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,SMU -50.5,64.5,assets/tv-logos/ACC Network tv channel logo/ACC_Network_Raycom_Logo.png,
401760361,home,278,Fresno State,Mountain West,2025-08-31 01:30:00+00:00,Valley Children's Stadium,False,FS1,FRES,#db0032,#002e6d,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png,Fresno State -2.0,49.5,assets/tv-logos/FS1 tv channel logo/Image_1.png,
401760361,away,290,Georgia Southern,Sun Belt,2025-08-31 01:30:00+00:00,Valley Children's Stadium,False,FS1,GASO,#003775,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png,Fresno State -2.0,49.5,assets/tv-logos/FS1 tv channel logo/Image_1.png,
401752947,home,265,Washington State,Pac-12,2025-08-31 02:00:00+00:00,Gesa Field,False,The CW Network,WSU,#981e32,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png,Washington State -17.0,51.0,assets/tv-logos/The CW Network tv channel logo/qspwpv1453168359.png,
401752947,away,70,Idaho,Big Sky,2025-08-31 02:00:00+00:00,Gesa Field,False,The CW Network,IDHO,#null,#8c6e4a,http://a.espncdn.com/i/teamlogos/ncaa/500/70.png,Washington State -17.0,51.0,assets/tv-logos/The CW Network tv channel logo/qspwpv1453168359.png,8.0
401767156,home,3101,Utah Tech,UAC,2025-08-31 02:00:00+00:00,Greater Zion Stadium,False,ESPN+,UTU,#null,#null,http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,UC Davis -18.5,56.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401767156,away,302,UC Davis,Big Sky,2025-08-31 02:00:00+00:00,Greater Zion Stadium,False,ESPN+,UCD,#002855,#c3c4c6,http://a.espncdn.com/i/teamlogos/ncaa/500/302.png,UC Davis -18.5,56.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,9.0
401756850,home,9,Arizona State,Big 12,2025-08-31 02:00:00+00:00,Mountain America Stadium,False,ESPN+,ASU,#8e0c3a,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/9.png,Arizona State -30.5,52.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,24.0
401756850,away,2464,Northern Arizona,Big Sky,2025-08-31 02:00:00+00:00,Mountain America Stadium,False,ESPN+,NAU,#003976,#1b3069,http://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,Arizona State -30.5,52.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,19.0
401752936,home,204,Oregon State,Pac-12,2025-08-31 02:30:00+00:00,Reser Stadium,False,ESPN,ORST,#231f20,#d73f09,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png,California -3.0,48.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
401752936,away,25,California,ACC,2025-08-31 02:30:00+00:00,Reser Stadium,False,ESPN,CAL,#031522,#ffc423,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png,California -3.0,48.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
401756849,home,12,Arizona,Big 12,2025-08-31 02:30:00+00:00,Arizona Stadium,False,TNT,ARIZ,#0c234b,#ab0520,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png,Arizona -15.5,55.0,assets/tv-logos/TNT tv channel logo/TNT_(TV_Channel).png,
401756849,away,62,Hawai'i,Mountain West,2025-08-31 02:30:00+00:00,Arizona Stadium,False,TNT,HAW,#003420,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png,Arizona -15.5,55.0,assets/tv-logos/TNT tv channel logo/TNT_(TV_Channel).png,
401756849_1,home,12,Arizona,Big 12,2025-08-31 02:30:00+00:00,Arizona Stadium,False,Max,ARIZ,#0c234b,#ab0520,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png,Arizona -15.5,55.0,assets/tv-logos/Max tv channel logo/Max_logo.png,
401756849_1,away,62,Hawai'i,Mountain West,2025-08-31 02:30:00+00:00,Arizona Stadium,False,Max,HAW,#003420,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png,Arizona -15.5,55.0,assets/tv-logos/Max tv channel logo/Max_logo.png,
401756849_2,home,12,Arizona,Big 12,2025-08-31 02:30:00+00:00,Arizona Stadium,False,HBO Max,ARIZ,#0c234b,#ab0520,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png,Arizona -15.5,55.0,assets/tv-logos/HBO Max tv channel logo/HBO_Max.png,
401756849_2,away,62,Hawai'i,Mountain West,2025-08-31 02:30:00+00:00,Arizona Stadium,False,HBO Max,HAW,#003420,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png,Arizona -15.5,55.0,assets/tv-logos/HBO Max tv channel logo/HBO_Max.png,
401752800,home,26,UCLA,Big Ten,2025-08-31 03:00:00+00:00,Rose Bowl,False,FOX,UCLA,#2774ae,#f2a900,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png,Utah -6.5,49.0,assets/tv-logos/FOX tv channel logo/Fox_Logo_black.png,
401752800,away,254,Utah,Big 12,2025-08-31 03:00:00+00:00,Rose Bowl,False,FOX,UTAH,#ea002a,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png,Utah -6.5,49.0,assets/tv-logos/FOX tv channel logo/Fox_Logo_black.png,16.0
401752805,home,264,Washington,Big Ten,2025-08-31 03:00:00+00:00,Husky Stadium,False,BTN,WASH,#33006f,#e8d3a2,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png,Washington -22.5,52.0,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752805,away,36,Colorado State,Mountain West,2025-08-31 03:00:00+00:00,Husky Stadium,False,BTN,CSU,#1e4d2b,#c8c372,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png,Washington -22.5,52.0,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752680,home,2579,South Carolina,SEC,2025-08-31 19:00:00+00:00,Mercedes-Benz Stadium,True,ESPN,SC,#73000a,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,South Carolina -7.0,52.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,24.0
401752680,away,259,Virginia Tech,ACC,2025-08-31 19:00:00+00:00,Mercedes-Benz Stadium,True,ESPN,VT,#630031,#cf4520,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png,South Carolina -7.0,52.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
401754522,home,2390,Miami,ACC,2025-08-31 23:30:00+00:00,Hard Rock Stadium,False,ABC,MIA,#005030,#f47321,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,Notre Dame -3.0,50.5,assets/tv-logos/ABC tv channel logo/078f946de9ec1cc9944e12d11ec54657.png,4.0
401754522,away,87,Notre Dame,FBS Independents,2025-08-31 23:30:00+00:00,Hard Rock Stadium,False,ABC,ND,#0c2340,#c99700,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png,Notre Dame -3.0,50.5,assets/tv-logos/ABC tv channel logo/078f946de9ec1cc9944e12d11ec54657.png,24.0
401754523,home,153,North Carolina,ACC,2025-09-02 00:00:00+00:00,Kenan Stadium,False,ESPN,UNC,#7bafd4,#13294b,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png,TCU -3.5,55.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
401754523,away,2628,TCU,Big 12,2025-09-02 00:00:00+00:00,Kenan Stadium,False,ESPN,TCU,#4d1979,#f1f2f3,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,TCU -3.5,55.0,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
401754528,home,97,Louisville,ACC,2025-09-05 23:00:00+00:00,L&N Federal Credit Union Stadium,False,ESPN2,LOU,#c9001f,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png,Louisville -15.5,56.5,assets/tv-logos/ESPN2 tv channel logo/ESPN2-Logo-D795.png,
401754528,away,256,James Madison,Sun Belt,2025-09-05 23:00:00+00:00,L&N Federal Credit Union Stadium,False,ESPN2,JMU,#450084,#b5a068,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png,Louisville -15.5,56.5,assets/tv-logos/ESPN2 tv channel logo/ESPN2-Logo-D795.png,
401752817,home,77,Northwestern,Big Ten,2025-09-05 23:30:00+00:00,Lanny and Sharon Martin Stadium,False,BTN,NU,#582c83,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png,Northwestern -31.5,49.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752817,away,2710,Western Illinois,Big South-OVC,2025-09-05 23:30:00+00:00,Lanny and Sharon Martin Stadium,False,BTN,WIU,#4e1e8a,#ffc90a,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,Northwestern -31.5,49.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752826,home,120,Maryland,Big Ten,2025-09-05 23:30:00+00:00,SECU Stadium,False,BTN,MD,#D5002B,#ffcd00,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png,Maryland -16.5,44.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752826,away,2459,Northern Illinois,Mid-American,2025-09-05 23:30:00+00:00,SECU Stadium,False,BTN,NIU,#F1122C,#cc0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,Maryland -16.5,44.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401760363,home,68,Boise State,Mountain West,2025-09-06 01:00:00+00:00,Albertsons Stadium,False,FS1,BOIS,#0033a0,#fa4616,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png,Boise State -33.0,59.5,assets/tv-logos/FS1 tv channel logo/Image_1.png,25.0
401760363,away,331,Eastern Washington,Big Sky,2025-09-06 01:00:00+00:00,Albertsons Stadium,False,FS1,EWU,#a10022,#abb4bc,http://a.espncdn.com/i/teamlogos/ncaa/500/331.png,Boise State -33.0,59.5,assets/tv-logos/FS1 tv channel logo/Image_1.png,
401752811,home,213,Penn State,Big Ten,2025-09-06 16:00:00+00:00,Beaver Stadium,False,BTN,PSU,#041E42,#FFFFFF,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png,Penn State -41.5,53.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,2.0
401752811,away,2229,Florida International,Conference USA,2025-09-06 16:00:00+00:00,Beaver Stadium,False,BTN,FIU,#001538,#c5960c,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,Penn State -41.5,53.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401754618,home,183,Syracuse,ACC,2025-09-06 16:00:00+00:00,JMA Wireless Dome,False,ESPN+,SYR,#ff6500,#000e54,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png,Syracuse -7.5,57.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401754618,away,41,UConn,FBS Independents,2025-09-06 16:00:00+00:00,JMA Wireless Dome,False,ESPN+,CONN,#0c2340,#f1f2f3,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png,Syracuse -7.5,57.5,assets/tv-logos/ESPN+ tv channel logo/ESPN_Plus.png,
401754618_1,home,183,Syracuse,ACC,2025-09-06 16:00:00+00:00,JMA Wireless Dome,False,ACC Extra,SYR,#ff6500,#000e54,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png,Syracuse -7.5,57.5,assets/tv-logos/ACC Extra tv channel logo/LGQGITNTZYIOQSG.20160818183449.png,
401754618_1,away,41,UConn,FBS Independents,2025-09-06 16:00:00+00:00,JMA Wireless Dome,False,ACC Extra,CONN,#0c2340,#f1f2f3,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png,Syracuse -7.5,57.5,assets/tv-logos/ACC Extra tv channel logo/LGQGITNTZYIOQSG.20160818183449.png,
401752813,home,135,Minnesota,Big Ten,2025-09-06 16:00:00+00:00,Huntington Bank Stadium,False,BTN,MINN,#5e0a2f,#fab41c,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png,,51.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401752813,away,2466,Northwestern State,Southland,2025-09-06 16:00:00+00:00,Huntington Bank Stadium,False,BTN,NWST,#492F91,#ed6118,http://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,,51.5,assets/tv-logos/BTN tv channel logo/Btn-440.png,
401754621,home,52,Florida State,ACC,2025-09-06 16:00:00+00:00,Doak Campbell Stadium,False,ACC Network,FSU,#782f40,#ceb888,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png,Florida State -45.5,58.5,assets/tv-logos/ACC Network tv channel logo/ACC_Network_Raycom_Logo.png,7.0
401754621,away,2837,East Texas A&M,Southland,2025-09-06 16:00:00+00:00,Doak Campbell Stadium,False,ACC Network,ETAM,#null,#null,http://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,Florida State -45.5,58.5,assets/tv-logos/ACC Network tv channel logo/ACC_Network_Raycom_Logo.png,
401754529,home,221,Pittsburgh,ACC,2025-09-06 16:00:00+00:00,Acrisure Stadium,False,ESPNU,PITT,#003263,#231f20,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png,Pittsburgh -21.5,48.5,assets/tv-logos/ESPNU tv channel logo/ESPNU.png,
401754529,away,2117,Central Michigan,Mid-American,2025-09-06 16:00:00+00:00,Acrisure Stadium,False,ESPNU,CMU,#6a0032,#ffc82e,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,Pittsburgh -21.5,48.5,assets/tv-logos/ESPNU tv channel logo/ESPNU.png,
401752825,home,150,Duke,ACC,2025-09-06 16:00:00+00:00,Wallace Wade Stadium,False,ESPN,DUKE,#013088,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Illinois -2.5,49.5,assets/tv-logos/ESPN tv channel logo/ESPN_logos.png,
